DriverNumber,Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,TrackStatus,IsPersonalBest,IsAccurate,RaceNumber,Year,EventName
24,ZHO,34.0,96.518,30.678,41.938,23.902,HARD,6.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,35.0,96.546,30.612,41.954,23.98,HARD,7.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,36.0,96.931,31.09,41.967,23.874,HARD,8.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,37.0,96.805,30.874,42.13,23.801,HARD,9.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,38.0,96.857,30.915,42.149,23.793,HARD,10.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,39.0,96.637,30.904,42.006,23.727,HARD,11.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,40.0,96.683,30.839,42.094,23.75,HARD,12.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,41.0,96.695,30.827,42.096,23.772,HARD,13.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,42.0,96.652,31.038,41.86,23.754,HARD,14.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,43.0,96.771,30.877,42.071,23.823,HARD,15.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,44.0,97.417,31.361,42.115,23.941,HARD,16.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,45.0,96.68,30.867,41.919,23.894,HARD,17.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,46.0,96.741,30.966,41.922,23.853,HARD,18.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,47.0,96.561,30.934,41.792,23.835,HARD,19.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,48.0,96.654,30.98,41.82,23.854,HARD,20.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,49.0,96.72,30.9,41.995,23.825,HARD,21.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,50.0,96.792,31.035,41.87,23.887,HARD,22.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,51.0,97.042,31.065,42.026,23.951,HARD,23.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,52.0,97.394,31.205,42.19,23.999,HARD,24.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,53.0,97.141,31.11,42.136,23.895,HARD,25.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,54.0,98.389,31.253,43.116,24.02,HARD,26.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,55.0,97.383,31.123,42.185,24.075,HARD,27.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
24,ZHO,56.0,97.333,31.22,42.156,23.957,HARD,28.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,2.0,98.911,31.591,43.075,24.245,SOFT,2.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
20,MAG,3.0,98.399,30.969,43.118,24.312,SOFT,3.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
20,MAG,4.0,98.497,30.993,42.992,24.512,SOFT,4.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,5.0,98.576,31.066,43.108,24.402,SOFT,5.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,6.0,98.529,30.952,43.041,24.536,SOFT,6.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,7.0,100.058,32.132,43.112,24.814,SOFT,7.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,8.0,99.172,31.557,43.072,24.543,SOFT,8.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,9.0,98.861,31.383,42.932,24.546,SOFT,9.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,10.0,98.747,31.307,42.925,24.515,SOFT,10.0,1.0,12,False,True,1,2024,Bahrain Grand Prix
20,MAG,13.0,96.89,30.905,41.951,24.034,HARD,2.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
20,MAG,14.0,97.59,30.826,42.424,24.34,HARD,3.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,15.0,98.332,31.154,42.886,24.292,HARD,4.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,16.0,97.749,30.774,42.696,24.279,HARD,5.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,17.0,98.282,30.953,42.957,24.372,HARD,6.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,18.0,97.583,30.69,42.526,24.367,HARD,7.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,19.0,97.792,30.82,42.677,24.295,HARD,8.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,20.0,98.062,31.168,42.636,24.258,HARD,9.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,21.0,98.01,31.041,42.738,24.231,HARD,10.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,22.0,98.147,31.214,42.628,24.305,HARD,11.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,23.0,98.293,31.284,42.627,24.382,HARD,12.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,24.0,98.156,31.155,42.693,24.308,HARD,13.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,25.0,98.29,31.368,42.696,24.226,HARD,14.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,26.0,98.093,31.173,42.528,24.392,HARD,15.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,27.0,98.226,31.201,42.67,24.355,HARD,16.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,28.0,97.936,31.209,42.495,24.232,HARD,17.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,29.0,97.965,31.197,42.504,24.264,HARD,18.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,30.0,98.04,31.138,42.655,24.247,HARD,19.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,31.0,98.0,31.181,42.628,24.191,HARD,20.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,34.0,95.57,30.532,41.409,23.629,HARD,2.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
20,MAG,35.0,95.698,30.538,41.44,23.72,HARD,3.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,36.0,95.851,30.227,41.898,23.726,HARD,4.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,37.0,95.741,30.546,41.491,23.704,HARD,5.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,38.0,96.042,30.724,41.576,23.742,HARD,6.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,39.0,95.876,30.654,41.474,23.748,HARD,7.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,40.0,96.071,30.623,41.738,23.71,HARD,8.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,41.0,96.34,30.645,41.845,23.85,HARD,9.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,42.0,96.31,30.72,41.743,23.847,HARD,10.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,43.0,96.232,30.709,41.74,23.783,HARD,11.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,44.0,96.249,30.647,41.679,23.923,HARD,12.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,45.0,96.349,30.692,41.776,23.881,HARD,13.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,46.0,96.446,30.713,41.779,23.954,HARD,14.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,47.0,96.454,30.753,41.74,23.961,HARD,15.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,48.0,96.679,30.865,41.817,23.997,HARD,16.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,49.0,96.842,30.909,41.991,23.942,HARD,17.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,50.0,97.035,30.969,42.041,24.025,HARD,18.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,51.0,96.929,30.98,42.05,23.899,HARD,19.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,52.0,96.93,30.91,41.964,24.056,HARD,20.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,53.0,97.958,30.951,43.013,23.994,HARD,21.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,54.0,96.89,30.682,42.093,24.115,HARD,22.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,55.0,97.457,31.014,42.356,24.087,HARD,23.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
20,MAG,56.0,97.584,31.04,42.465,24.079,HARD,24.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,2.0,99.509,31.662,43.353,24.494,SOFT,5.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
3,RIC,3.0,98.76,30.965,43.32,24.475,SOFT,6.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
3,RIC,4.0,98.61,30.922,43.207,24.481,SOFT,7.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
3,RIC,5.0,98.704,30.98,43.2,24.524,SOFT,8.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,6.0,98.689,31.046,43.099,24.544,SOFT,9.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,7.0,99.193,31.372,43.289,24.532,SOFT,10.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,8.0,99.529,31.254,43.578,24.697,SOFT,11.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,9.0,99.338,31.173,43.519,24.646,SOFT,12.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,10.0,98.782,31.211,43.104,24.467,SOFT,13.0,1.0,12,False,True,1,2024,Bahrain Grand Prix
3,RIC,11.0,99.033,31.472,43.08,24.481,SOFT,14.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,12.0,98.893,31.451,42.949,24.493,SOFT,15.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,15.0,97.07,31.083,42.053,23.934,HARD,2.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
3,RIC,16.0,97.176,30.966,42.237,23.973,HARD,3.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,17.0,97.29,30.789,42.42,24.081,HARD,4.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,18.0,97.7,30.949,42.517,24.234,HARD,5.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,19.0,98.35,31.051,42.983,24.316,HARD,6.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,20.0,97.865,31.036,42.538,24.291,HARD,7.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,21.0,97.392,30.941,42.318,24.133,HARD,8.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,22.0,97.75,31.102,42.461,24.187,HARD,9.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,23.0,97.772,31.019,42.572,24.181,HARD,10.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,24.0,97.766,30.983,42.559,24.224,HARD,11.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,25.0,97.973,31.017,42.663,24.293,HARD,12.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,26.0,98.029,30.982,42.682,24.365,HARD,13.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,27.0,98.152,31.268,42.576,24.308,HARD,14.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,28.0,98.045,31.076,42.66,24.309,HARD,15.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,29.0,97.96,31.066,42.637,24.257,HARD,16.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,30.0,97.978,31.075,42.576,24.327,HARD,17.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,31.0,98.154,31.167,42.688,24.299,HARD,18.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,32.0,98.025,31.075,42.662,24.288,HARD,19.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,33.0,98.15,31.113,42.69,24.347,HARD,20.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,34.0,98.246,31.246,42.766,24.234,HARD,21.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,37.0,95.163,30.422,41.226,23.515,SOFT,2.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
3,RIC,38.0,95.46,30.496,41.41,23.554,SOFT,3.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,39.0,95.475,30.559,41.392,23.524,SOFT,4.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,40.0,95.578,30.49,41.513,23.575,SOFT,5.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,41.0,95.644,30.564,41.478,23.602,SOFT,6.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,42.0,95.338,30.484,41.238,23.616,SOFT,7.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,43.0,95.56,30.537,41.389,23.634,SOFT,8.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,44.0,95.49,30.541,41.29,23.659,SOFT,9.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,45.0,95.57,30.497,41.402,23.671,SOFT,10.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,46.0,95.507,30.443,41.378,23.686,SOFT,11.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,47.0,95.831,30.566,41.534,23.731,SOFT,12.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,48.0,96.236,30.638,41.744,23.854,SOFT,13.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,49.0,96.442,30.63,41.795,24.017,SOFT,14.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,50.0,96.609,30.398,42.122,24.089,SOFT,15.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,51.0,97.103,30.775,42.193,24.135,SOFT,16.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,52.0,97.529,30.569,41.854,25.106,SOFT,17.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,53.0,96.745,30.797,41.954,23.994,SOFT,18.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,54.0,96.661,30.374,42.197,24.09,SOFT,19.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,55.0,97.375,30.713,42.581,24.081,SOFT,20.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
3,RIC,56.0,97.662,30.726,42.755,24.181,SOFT,21.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,2.0,98.689,31.675,42.717,24.297,SOFT,2.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,3.0,98.431,30.989,43.073,24.369,SOFT,3.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,4.0,98.31,31.025,42.992,24.293,SOFT,4.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,5.0,98.321,31.023,42.98,24.318,SOFT,5.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,6.0,98.361,31.132,42.949,24.28,SOFT,6.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,7.0,98.364,31.121,42.887,24.356,SOFT,7.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,8.0,98.513,31.298,42.871,24.344,SOFT,8.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,9.0,98.554,31.329,42.861,24.364,SOFT,9.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,10.0,98.912,31.476,43.062,24.374,SOFT,10.0,1.0,12,False,True,1,2024,Bahrain Grand Prix
22,TSU,11.0,98.799,31.342,43.015,24.442,SOFT,11.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,12.0,98.769,31.398,43.001,24.37,SOFT,12.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,13.0,98.86,31.511,42.985,24.364,SOFT,13.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,16.0,97.516,30.895,42.677,23.944,HARD,2.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,17.0,97.482,30.908,42.625,23.949,HARD,3.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,18.0,97.359,30.973,42.336,24.05,HARD,4.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,19.0,97.396,31.096,42.262,24.038,HARD,5.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,20.0,97.766,31.229,42.359,24.178,HARD,6.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,21.0,97.777,31.144,42.57,24.063,HARD,7.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,22.0,97.837,31.173,42.531,24.133,HARD,8.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,23.0,97.671,31.096,42.405,24.17,HARD,9.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,24.0,97.634,31.145,42.276,24.213,HARD,10.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,25.0,97.851,31.05,42.613,24.188,HARD,11.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,26.0,98.058,31.252,42.54,24.266,HARD,12.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,27.0,98.083,31.195,42.468,24.42,HARD,13.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,28.0,98.164,31.266,42.608,24.29,HARD,14.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,29.0,97.777,31.161,42.542,24.074,HARD,15.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,30.0,97.477,31.158,42.314,24.005,HARD,16.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,31.0,97.468,31.151,42.349,23.968,HARD,17.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,32.0,97.847,31.448,42.329,24.07,HARD,18.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,33.0,97.498,31.221,42.222,24.055,HARD,19.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,36.0,97.706,31.984,41.954,23.768,HARD,2.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,37.0,95.833,30.48,41.686,23.667,HARD,3.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
22,TSU,38.0,97.046,30.732,42.39,23.924,HARD,4.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,39.0,96.125,30.733,41.684,23.708,HARD,5.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,40.0,96.263,30.886,41.751,23.626,HARD,6.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,41.0,96.179,30.801,41.719,23.659,HARD,7.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,42.0,95.981,30.697,41.532,23.752,HARD,8.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,43.0,95.956,30.713,41.533,23.71,HARD,9.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,44.0,96.144,30.776,41.594,23.774,HARD,10.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,45.0,95.964,30.648,41.47,23.846,HARD,11.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,46.0,96.187,30.807,41.593,23.787,HARD,12.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,47.0,96.396,30.794,41.765,23.837,HARD,13.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,48.0,96.554,30.848,41.679,24.027,HARD,14.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,49.0,96.695,30.67,42.043,23.982,HARD,15.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,50.0,96.827,30.762,42.171,23.894,HARD,16.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,51.0,97.067,30.949,42.066,24.052,HARD,17.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,52.0,99.042,31.511,43.537,23.994,HARD,18.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,53.0,96.838,30.739,42.138,23.961,HARD,19.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,54.0,96.672,30.741,41.883,24.048,HARD,20.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,55.0,97.269,30.81,42.254,24.205,HARD,21.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
22,TSU,56.0,97.473,30.742,42.53,24.201,HARD,22.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,2.0,98.826,31.419,43.106,24.301,SOFT,2.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,3.0,98.507,31.002,43.081,24.424,SOFT,3.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,4.0,98.422,31.023,43.007,24.392,SOFT,4.0,1.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,5.0,98.509,31.049,43.027,24.433,SOFT,5.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,6.0,98.575,31.034,43.141,24.4,SOFT,6.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,7.0,98.971,31.498,43.186,24.287,SOFT,7.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,8.0,98.66,31.493,42.899,24.268,SOFT,8.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,9.0,98.652,31.458,42.976,24.218,SOFT,9.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,10.0,98.952,31.624,42.955,24.373,SOFT,10.0,1.0,12,False,True,1,2024,Bahrain Grand Prix
23,ALB,11.0,98.835,31.49,42.923,24.422,SOFT,11.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,12.0,98.934,31.51,43.065,24.359,SOFT,12.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,13.0,98.823,31.569,42.884,24.37,SOFT,13.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,14.0,98.977,31.598,42.931,24.448,SOFT,14.0,1.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,17.0,97.392,30.812,42.564,24.016,HARD,2.0,2.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,18.0,97.59,31.214,42.369,24.007,HARD,3.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,19.0,97.763,31.357,42.448,23.958,HARD,4.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,20.0,97.701,31.328,42.379,23.994,HARD,5.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,21.0,97.918,31.227,42.44,24.251,HARD,6.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,22.0,98.031,31.199,42.733,24.099,HARD,7.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,23.0,97.869,31.296,42.361,24.212,HARD,8.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,24.0,98.204,31.035,42.857,24.312,HARD,9.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,25.0,98.226,31.095,42.952,24.179,HARD,10.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,26.0,98.1,31.041,42.821,24.238,HARD,11.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,27.0,98.296,31.029,43.069,24.198,HARD,12.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,28.0,98.048,31.108,42.692,24.248,HARD,13.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,29.0,97.879,31.127,42.585,24.167,HARD,14.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,30.0,97.968,31.045,42.634,24.289,HARD,15.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,31.0,98.135,31.093,42.811,24.231,HARD,16.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,32.0,98.183,31.143,42.707,24.333,HARD,17.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,33.0,98.346,31.537,42.677,24.132,HARD,18.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,34.0,97.75,31.413,42.368,23.969,HARD,19.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,35.0,97.767,31.295,42.496,23.976,HARD,20.0,2.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,38.0,96.129,30.735,41.742,23.652,HARD,2.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,39.0,95.856,30.737,41.65,23.469,HARD,3.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,40.0,95.723,30.707,41.503,23.513,HARD,4.0,3.0,1,True,True,1,2024,Bahrain Grand Prix
23,ALB,41.0,95.885,30.746,41.557,23.582,HARD,5.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,42.0,95.799,30.759,41.498,23.542,HARD,6.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,43.0,95.766,30.76,41.472,23.534,HARD,7.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,44.0,95.783,30.683,41.497,23.603,HARD,8.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,45.0,95.758,30.607,41.495,23.656,HARD,9.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,46.0,96.008,30.685,41.635,23.688,HARD,10.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,47.0,96.026,30.827,41.57,23.629,HARD,11.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,48.0,96.135,30.823,41.628,23.684,HARD,12.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,49.0,97.102,30.816,42.435,23.851,HARD,13.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,50.0,97.616,31.683,42.121,23.812,HARD,14.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,51.0,97.493,30.773,42.878,23.842,HARD,15.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,52.0,96.218,30.895,41.58,23.743,HARD,16.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,53.0,96.308,30.817,41.683,23.808,HARD,17.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,54.0,96.334,30.799,41.741,23.794,HARD,18.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
23,ALB,55.0,96.593,30.861,41.91,23.822,HARD,19.0,3.0,1,False,True,1,2024,Bahrain Grand Prix
